restname,zipcode,inspdate,score,address,lat,longi,procdesc,facid,;
15th Street Cafe,78701,2013-05-22,91,"303 W 15TH ST
AUSTIN  TX 78701
(30.277553492000038  -97.74209889799994)",30.277553492,-97.742098898,Routine Inspection,2801033,;
15th Street Cafe,78701,2012-09-13,93,"303 W 15TH ST
AUSTIN  TX 78701
(30.277553492000038  -97.74209889799994)",30.277553492,-97.742098898,Routine Inspection,2801033,;
15th Street Cafe,78701,2014-12-02,93,"303 W 15TH ST
AUSTIN  TX 78701
(30.277553492000038  -97.74209889799994)",30.277553492,-97.742098898,Routine Inspection,2801033,;
15th Street Cafe,78701,2013-12-05,97,"303 W 15TH ST
AUSTIN  TX 78701
(30.277553492000038  -97.74209889799994)",30.277553492,-97.742098898,Routine Inspection,2801033,;
15th Street Cafe,78701,2014-06-18,97,"303 W 15TH ST
AUSTIN  TX 78701
(30.277553492000038  -97.74209889799994)",30.277553492,-97.742098898,Routine Inspection,2801033,;
1st Food Mart,78704,2013-06-17,100,"1410 S 1ST ST
AUSTIN  TX 78704
(30.25030317900007  -97.75485926699997)",30.250303179,-97.754859267,Routine Inspection,10677646,;
1st Food Mart,78704,2014-01-16,90,"1410 S 1ST ST
AUSTIN  TX 78704
(30.25030317900007  -97.75485926699997)",30.250303179,-97.754859267,Routine Inspection,10677646,;
1st Food Mart,78704,2015-02-09,94,"1410 S 1ST ST
AUSTIN  TX 78704
(30.25030317900007  -97.75485926699997)",30.250303179,-97.754859267,Routine Inspection,10677646,;
1st Food Mart,78704,2012-07-26,97,"1410 S 1ST ST
AUSTIN  TX 78704
(30.25030317900007  -97.75485926699997)",30.250303179,-97.754859267,Routine Inspection,10677646,;
1st Food Mart,78704,2014-07-29,90,"1410 S 1ST ST
AUSTIN  TX 78704
(30.25030317900007  -97.75485926699997)",30.250303179,-97.754859267,Routine Inspection,10677646,;
1st Food Mart,78704,2013-02-14,97,"1410 S 1ST ST
AUSTIN  TX 78704
(30.25030317900007  -97.75485926699997)",30.250303179,-97.754859267,Routine Inspection,10677646,;
1-Stop Food Store,78751,2012-09-13,97,"5101 AIRPORT BLVD
AUSTIN  TX 78751
(30.31234779400006  -97.71529912799997)",30.312347794,-97.715299128,Routine Inspection,10632697,;
1-Stop Food Store,78751,2014-07-11,93,"5101 AIRPORT BLVD
AUSTIN  TX 78751
(30.31234779400006  -97.71529912799997)",30.312347794,-97.715299128,Routine Inspection,10632697,;
1-Stop Food Store,78751,2014-12-23,100,"5101 AIRPORT BLVD
AUSTIN  TX 78751
(30.31234779400006  -97.71529912799997)",30.312347794,-97.715299128,Routine Inspection,10632697,;
1-Stop Food Store,78751,2014-01-08,100,"5101 AIRPORT BLVD
AUSTIN  TX 78751
(30.31234779400006  -97.71529912799997)",30.312347794,-97.715299128,Routine Inspection,10632697,;
1-Stop Food Store,78751,2013-06-26,100,"5101 AIRPORT BLVD
AUSTIN  TX 78751
(30.31234779400006  -97.71529912799997)",30.312347794,-97.715299128,Routine Inspection,10632697,;
219 West,78701,2012-12-05,86,"612 W 6TH ST
AUSTIN  TX 78701
(30.269827442000064  -97.74906328899999)",30.269827442,-97.749063289,Routine Inspection,10679400,;
219 West,78701,2014-07-15,74,"612 W 6TH ST
AUSTIN  TX 78701
(30.269827442000064  -97.74906328899999)",30.269827442,-97.749063289,Routine Inspection,10679400,;
21st St. College House,78705,2013-06-25,91,"707 W 21ST ST
AUSTIN  TX 78705
(30.284073102000036  -97.74591295099998)",30.284073102,-97.745912951,Routine Inspection,2800407,;
21st St. College House,78705,2014-01-22,100,"707 W 21ST ST
AUSTIN  TX 78705
(30.284073102000036  -97.74591295099998)",30.284073102,-97.745912951,Routine Inspection,2800407,;
21st St. College House,78705,2014-08-14,97,"707 W 21ST ST
AUSTIN  TX 78705
(30.284073102000036  -97.74591295099998)",30.284073102,-97.745912951,Routine Inspection,2800407,;
21st St. College House,78705,2012-11-07,92,"707 W 21ST ST
AUSTIN  TX 78705
(30.284073102000036  -97.74591295099998)",30.284073102,-97.745912951,Routine Inspection,2800407,;
24 Diner,78703,2013-01-24,79,"600 N LAMAR BLVD
AUSTIN  TX 78703
(30.27176442800004  -97.75393859399998)",30.271764428,-97.753938594,Routine Inspection,2800411,;
24 Diner,78703,2014-12-23,74,"600 N LAMAR BLVD
AUSTIN  TX 78703
(30.27176442800004  -97.75393859399998)",30.271764428,-97.753938594,Routine Inspection,2800411,;
24 Diner,78703,2012-04-09,80,"600 N LAMAR BLVD
AUSTIN  TX 78703
(30.27176442800004  -97.75393859399998)",30.271764428,-97.753938594,Routine Inspection,2800411,;
24 Diner,78703,2014-02-04,76,"600 N LAMAR BLVD
AUSTIN  TX 78703
(30.27176442800004  -97.75393859399998)",30.271764428,-97.753938594,Routine Inspection,2800411,;
290 West Bar & Grill,78737,2013-09-17,100,"12013 W US 290 HWY
AUSTIN  TX 78737
(30.210917034000033  -97.96896475099999)",30.210917034,-97.968964751,Routine Inspection,2802301,;
290 West Bar & Grill,78737,2013-03-13,100,"12013 W US 290 HWY
AUSTIN  TX 78737
(30.210917034000033  -97.96896475099999)",30.210917034,-97.968964751,Routine Inspection,2802301,;
290 West Bar & Grill,78737,2012-08-24,97,"12013 W US 290 HWY
AUSTIN  TX 78737
(30.210917034000033  -97.96896475099999)",30.210917034,-97.968964751,Routine Inspection,2802301,;
290 West Bar & Grill,78737,2014-05-21,100,"12013 W US 290 HWY
AUSTIN  TX 78737
(30.210917034000033  -97.96896475099999)",30.210917034,-97.968964751,Routine Inspection,2802301,;
290 West Bar & Grill,78737,2014-10-30,94,"12013 W US 290 HWY
AUSTIN  TX 78737
(30.210917034000033  -97.96896475099999)",30.210917034,-97.968964751,Routine Inspection,2802301,;
2 Dine 4 Fine Catering,78702,2014-02-25,93,"3008 GONZALES ST
AUSTIN  TX 78702
(30.259426947000065  -97.70707990099999)",30.259426947,-97.707079901,Routine Inspection,2802035,;
2 Dine 4 Fine Catering,78702,2013-02-13,93,"3008 GONZALES ST
AUSTIN  TX 78702
(30.259426947000065  -97.70707990099999)",30.259426947,-97.707079901,Routine Inspection,2802035,;
2 Dine 4 Fine Catering,78702,2014-07-24,100,"3008 GONZALES ST
AUSTIN  TX 78702
(30.259426947000065  -97.70707990099999)",30.259426947,-97.707079901,Routine Inspection,2802035,;
2 Dine 4 Fine Catering,78702,2012-08-17,82,"3008 GONZALES ST
AUSTIN  TX 78702
(30.259426947000065  -97.70707990099999)",30.259426947,-97.707079901,Routine Inspection,2802035,;
2 Dine 4 Fine Catering,78702,2014-12-09,92,"3008 GONZALES ST
AUSTIN  TX 78702
(30.259426947000065  -97.70707990099999)",30.259426947,-97.707079901,Routine Inspection,2802035,;
2 Dine 4 Fine Catering,78702,2013-08-09,93,"3008 GONZALES ST
AUSTIN  TX 78702
(30.259426947000065  -97.70707990099999)",30.259426947,-97.707079901,Routine Inspection,2802035,;
2nd Street Market,78701,2014-10-14,89,"200 SAN JACINTO BLVD
AUSTIN  TX 78701
(30.264001505000067  -97.74168983799996)",30.264001505,-97.741689838,Routine Inspection,10003368,;
2nd Street Market,78701,2013-04-16,94,"200 SAN JACINTO BLVD
AUSTIN  TX 78701
(30.264001505000067  -97.74168983799996)",30.264001505,-97.741689838,Routine Inspection,10003368,;
2nd Street Market,78701,2012-11-14,85,"200 SAN JACINTO BLVD
AUSTIN  TX 78701
(30.264001505000067  -97.74168983799996)",30.264001505,-97.741689838,Routine Inspection,10003368,;
2nd Street Market,78701,2014-02-20,88,"200 SAN JACINTO BLVD
AUSTIN  TX 78701
(30.264001505000067  -97.74168983799996)",30.264001505,-97.741689838,Routine Inspection,10003368,;
311 Club,78701,2013-08-08,93,"311 E 6TH ST
AUSTIN  TX 78701
(30.26724402600007  -97.73997754699997)",30.267244026,-97.739977547,Routine Inspection,2800988,;
311 Club,78701,2012-05-30,82,"311 E 6TH ST
AUSTIN  TX 78701
(30.26724402600007  -97.73997754699997)",30.267244026,-97.739977547,Routine Inspection,2800988,;
311 Club,78701,2015-02-05,94,"311 E 6TH ST
AUSTIN  TX 78701
(30.26724402600007  -97.73997754699997)",30.267244026,-97.739977547,Routine Inspection,2800988,;
311 Club,78701,2013-01-24,94,"311 E 6TH ST
AUSTIN  TX 78701
(30.26724402600007  -97.73997754699997)",30.267244026,-97.739977547,Routine Inspection,2800988,;
34th Street Cafe,78705,2013-09-19,77,"1005 W 34TH ST
AUSTIN  TX 78705
(30.302844925000045  -97.74510289699998)",30.302844925,-97.745102897,Routine Inspection,2801118,;
34th Street Cafe,78705,2013-02-21,88,"1005 W 34TH ST
AUSTIN  TX 78705
(30.302844925000045  -97.74510289699998)",30.302844925,-97.745102897,Routine Inspection,2801118,;
34th Street Cafe,78705,2012-07-17,97,"1005 W 34TH ST
AUSTIN  TX 78705
(30.302844925000045  -97.74510289699998)",30.302844925,-97.745102897,Routine Inspection,2801118,;
34th Street Cafe,78705,2014-03-24,96,"1005 W 34TH ST
AUSTIN  TX 78705
(30.302844925000045  -97.74510289699998)",30.302844925,-97.745102897,Routine Inspection,2801118,;
34th Street Cafe,78705,2014-10-10,89,"1005 W 34TH ST
AUSTIN  TX 78705
(30.302844925000045  -97.74510289699998)",30.302844925,-97.745102897,Routine Inspection,2801118,;
34th Street Catering,78705,2013-02-21,100,"1009 W 34TH ST
AUSTIN  TX 78705
(30.302975133000075  -97.74537253099999)",30.302975133,-97.745372531,Routine Inspection,10006930,;
34th Street Catering,78705,2014-10-10,79,"1009 W 34TH ST
AUSTIN  TX 78705
(30.302975133000075  -97.74537253099999)",30.302975133,-97.745372531,Routine Inspection,10006930,;
34th Street Catering,78705,2014-03-24,96,"1009 W 34TH ST
AUSTIN  TX 78705
(30.302975133000075  -97.74537253099999)",30.302975133,-97.745372531,Routine Inspection,10006930,;
34th Street Catering,78705,2012-07-17,97,"1009 W 34TH ST
AUSTIN  TX 78705
(30.302975133000075  -97.74537253099999)",30.302975133,-97.745372531,Routine Inspection,10006930,;
34th Street Catering,78705,2013-09-19,93,"1009 W 34TH ST
AUSTIN  TX 78705
(30.302975133000075  -97.74537253099999)",30.302975133,-97.745372531,Routine Inspection,10006930,;
360 Pizza  LLC,78731,2014-01-22,97,"6203 N CAPITAL OF TEXAS HWY NB Unit A100
AUSTIN  TX 78731
(30.360311524000053  -97.79013061299997)",30.360311524,-97.790130613,Routine Inspection,10833958,;
360 Pizza  LLC,78731,2014-11-24,81,"6203 N CAPITAL OF TEXAS HWY NB Unit A100
AUSTIN  TX 78731
(30.360311524000053  -97.79013061299997)",30.360311524,-97.790130613,Routine Inspection,10833958,;
360 Pizza  LLC,78704,2014-09-19,82,"2107 KINNEY AVE
AUSTIN  TX 78704
(30.248244052000075  -97.77060865499999)",30.248244052,-97.770608655,Routine Inspection,11062654,;
360 Uno Espresso & Vino,78746,2014-11-13,92,"3801 N CAPITAL OF TEXAS HWY NB
AUSTIN  TX 78746
(30.336444311000037  -97.80531538299994)",30.336444311,-97.805315383,Routine Inspection,2802323,;
360 Uno Espresso & Vino,78746,2014-06-25,90,"3801 N CAPITAL OF TEXAS HWY NB
AUSTIN  TX 78746
(30.336444311000037  -97.80531538299994)",30.336444311,-97.805315383,Routine Inspection,2802323,;
360 Uno Espresso & Vino,78746,2013-05-28,91,"3801 N CAPITAL OF TEXAS HWY NB
AUSTIN  TX 78746
(30.336444311000037  -97.80531538299994)",30.336444311,-97.805315383,Routine Inspection,2802323,;
360 Uno Espresso & Vino,78746,2013-12-27,88,"3801 N CAPITAL OF TEXAS HWY NB
AUSTIN  TX 78746
(30.336444311000037  -97.80531538299994)",30.336444311,-97.805315383,Routine Inspection,2802323,;
360 Uno Espresso & Vino,78746,2012-10-25,73,"3801 N CAPITAL OF TEXAS HWY NB
AUSTIN  TX 78746
(30.336444311000037  -97.80531538299994)",30.336444311,-97.805315383,Routine Inspection,2802323,;
3M Austin Center,78726,2014-03-20,93,"6801 RIVER PLACE BLVD
AUSTIN  TX 78726
(30.39604378300004  -97.84472918299997)",30.396043783,-97.844729183,Routine Inspection,2800072,;
3M Austin Center,78726,2015-02-12,100,"6801 RIVER PLACE BLVD
AUSTIN  TX 78726
(30.39604378300004  -97.84472918299997)",30.396043783,-97.844729183,Routine Inspection,2800072,;
3M Austin Center,78726,2012-11-05,81,"6801 RIVER PLACE BLVD
AUSTIN  TX 78726
(30.39604378300004  -97.84472918299997)",30.396043783,-97.844729183,Routine Inspection,2800072,;
3M Austin Center,78726,2012-04-03,87,"6801 RIVER PLACE BLVD
AUSTIN  TX 78726
(30.39604378300004  -97.84472918299997)",30.396043783,-97.844729183,Routine Inspection,2800072,;
3M Austin Center,78726,2014-08-19,93,"6801 RIVER PLACE BLVD
AUSTIN  TX 78726
(30.39604378300004  -97.84472918299997)",30.396043783,-97.844729183,Routine Inspection,2800072,;
3M Austin Center,78726,2013-08-27,93,"6801 RIVER PLACE BLVD
AUSTIN  TX 78726
(30.39604378300004  -97.84472918299997)",30.396043783,-97.844729183,Routine Inspection,2800072,;
4111 South First   LLC,78745,2014-10-14,82,"4111 S 1ST ST
AUSTIN  TX 78745
(30.22462457900008  -97.77062478699997)",30.224624579,-97.770624787,Routine Inspection,10548679,;
4111 South First   LLC,78745,2013-07-17,100,"4111 S 1ST ST
AUSTIN  TX 78745
(30.22462457900008  -97.77062478699997)",30.224624579,-97.770624787,Routine Inspection,10548679,;
4111 South First   LLC,78745,2014-02-27,100,"4111 S 1ST ST
AUSTIN  TX 78745
(30.22462457900008  -97.77062478699997)",30.224624579,-97.770624787,Routine Inspection,10548679,;
4111 South First   LLC,78745,2012-07-11,97,"4111 S 1ST ST
AUSTIN  TX 78745
(30.22462457900008  -97.77062478699997)",30.224624579,-97.770624787,Routine Inspection,10548679,;
4111 South First   LLC,78745,2013-01-08,100,"4111 S 1ST ST
AUSTIN  TX 78745
(30.22462457900008  -97.77062478699997)",30.224624579,-97.770624787,Routine Inspection,10548679,;
411 First Floor,78701,2012-11-19,93,"404 E 6TH ST
AUSTIN  TX 78701
(30.26702739700005  -97.73900271699995)",30.267027397,-97.739002717,Routine Inspection,10586003,;
411 First Floor,78701,2014-07-30,100,"404 E 6TH ST
AUSTIN  TX 78701
(30.26702739700005  -97.73900271699995)",30.267027397,-97.739002717,Routine Inspection,10586003,;
411 First Floor,78701,2012-04-30,96,"404 E 6TH ST
AUSTIN  TX 78701
(30.26702739700005  -97.73900271699995)",30.267027397,-97.739002717,Routine Inspection,10586003,;
411 First Floor,78701,2015-01-30,86,"404 E 6TH ST
AUSTIN  TX 78701
(30.26702739700005  -97.73900271699995)",30.267027397,-97.739002717,Routine Inspection,10586003,;
411 First Floor,78701,2013-05-31,86,"404 E 6TH ST
AUSTIN  TX 78701
(30.26702739700005  -97.73900271699995)",30.267027397,-97.739002717,Routine Inspection,10586003,;
413 Bar,78701,2013-08-08,93,"413 E 6TH ST
AUSTIN  TX 78701
(30.26690410300006  -97.73877802199996)",30.266904103,-97.738778022,Routine Inspection,10839037,;
413 Bar,78701,2015-02-12,85,"413 E 6TH ST
AUSTIN  TX 78701
(30.26690410300006  -97.73877802199996)",30.266904103,-97.738778022,Routine Inspection,10839037,;
413 Bar,78701,2014-07-10,87,"413 E 6TH ST
AUSTIN  TX 78701
(30.26690410300006  -97.73877802199996)",30.266904103,-97.738778022,Routine Inspection,10839037,;
512 on 6th  The,78701,2012-12-13,91,"408 E 6TH ST
AUSTIN  TX 78701
(30.26698706800005  -97.73886329099997)",30.266987068,-97.738863291,Routine Inspection,10493313,;
512 on 6th  The,78701,2012-05-30,79,"408 E 6TH ST
AUSTIN  TX 78701
(30.26698706800005  -97.73886329099997)",30.266987068,-97.738863291,Routine Inspection,10493313,;
512 on 6th  The,78701,2013-07-18,78,"408 E 6TH ST
AUSTIN  TX 78701
(30.26698706800005  -97.73886329099997)",30.266987068,-97.738863291,Routine Inspection,10493313,;
512 on 6th  The,78701,2014-10-23,84,"408 E 6TH ST
AUSTIN  TX 78701
(30.26698706800005  -97.73886329099997)",30.266987068,-97.738863291,Routine Inspection,10493313,;
6M Grocery,78652,2014-07-25,100,"805 W FM 1626 RD
AUSTIN  TX 78652
(30.140563316000055  -97.82814093399998)",30.140563316,-97.828140934,Routine Inspection,2803436,;
6M Grocery,78652,2014-12-15,93,"805 W FM 1626 RD
AUSTIN  TX 78652
(30.140563316000055  -97.82814093399998)",30.140563316,-97.828140934,Routine Inspection,2803436,;
6M Grocery,78652,2012-11-01,94,"805 W FM 1626 RD
AUSTIN  TX 78652
(30.140563316000055  -97.82814093399998)",30.140563316,-97.828140934,Routine Inspection,2803436,;
6M Grocery,78652,2014-01-17,90,"805 W FM 1626 RD
AUSTIN  TX 78652
(30.140563316000055  -97.82814093399998)",30.140563316,-97.828140934,Routine Inspection,2803436,;
6M Grocery,78652,2013-07-31,93,"805 W FM 1626 RD
AUSTIN  TX 78652
(30.140563316000055  -97.82814093399998)",30.140563316,-97.828140934,Routine Inspection,2803436,;
6M Grocery,78652,2013-02-01,100,"805 W FM 1626 RD
AUSTIN  TX 78652
(30.140563316000055  -97.82814093399998)",30.140563316,-97.828140934,Routine Inspection,2803436,;
6 St Cool Store,78702,2012-04-05,100,"1900 E 6TH ST
AUSTIN  TX 78702
(30.26160591200005  -97.72229002099999)",30.261605912,-97.722290021,Routine Inspection,10199624,;
6 St Cool Store,78702,2013-11-04,100,"1900 E 6TH ST
AUSTIN  TX 78702
(30.26160591200005  -97.72229002099999)",30.261605912,-97.722290021,Routine Inspection,10199624,;
6 St Cool Store,78702,2015-01-07,100,"1900 E 6TH ST
AUSTIN  TX 78702
(30.26160591200005  -97.72229002099999)",30.261605912,-97.722290021,Routine Inspection,10199624,;
6 St Cool Store,78702,2013-04-12,100,"1900 E 6TH ST
AUSTIN  TX 78702
(30.26160591200005  -97.72229002099999)",30.261605912,-97.722290021,Routine Inspection,10199624,;
6 St Cool Store,78702,2014-07-31,92,"1900 E 6TH ST
AUSTIN  TX 78702
(30.26160591200005  -97.72229002099999)",30.261605912,-97.722290021,Routine Inspection,10199624,;
6 St Cool Store,78702,2012-10-17,100,"1900 E 6TH ST
AUSTIN  TX 78702
(30.26160591200005  -97.72229002099999)",30.261605912,-97.722290021,Routine Inspection,10199624,;
7 Days Food Store,78745,2012-11-28,91,"1025 W STASSNEY LN
AUSTIN  TX 78745
(30.210554066000043  -97.78690998599996)",30.210554066,-97.786909986,Routine Inspection,2804068,;
7 Days Food Store,78745,2015-01-23,94,"1025 W STASSNEY LN
AUSTIN  TX 78745
(30.210554066000043  -97.78690998599996)",30.210554066,-97.786909986,Routine Inspection,2804068,;
7 Days Food Store,78745,2013-12-13,88,"1025 W STASSNEY LN
AUSTIN  TX 78745
(30.210554066000043  -97.78690998599996)",30.210554066,-97.786909986,Routine Inspection,2804068,;
7 Days Food Store,78745,2013-06-14,91,"1025 W STASSNEY LN
AUSTIN  TX 78745
(30.210554066000043  -97.78690998599996)",30.210554066,-97.786909986,Routine Inspection,2804068,;
7 Days Food Store,78745,2012-05-31,91,"1025 W STASSNEY LN
AUSTIN  TX 78745
(30.210554066000043  -97.78690998599996)",30.210554066,-97.786909986,Routine Inspection,2804068,;
7 Days Food Store,78745,2014-07-30,88,"1025 W STASSNEY LN
AUSTIN  TX 78745
(30.210554066000043  -97.78690998599996)",30.210554066,-97.786909986,Routine Inspection,2804068,;
7-Eleven,78745,2013-06-21,100,"8010 BRODIE LN
AUSTIN  TX 78745
(30.202846453000063  -97.83752626899997)",30.202846453,-97.837526269,Routine Inspection,10138206,;
7-Eleven,78701,2013-07-17,74,"411 W MARTIN LUTHER KING JR BLVD
AUSTIN  TX 78701
(30.281723600000078  -97.74203782699999)",30.2817236,-97.742037827,Routine Inspection,10401573,;
7-Eleven,78745,2013-12-19,100,"8010 BRODIE LN
AUSTIN  TX 78745
(30.202846453000063  -97.83752626899997)",30.202846453,-97.837526269,Routine Inspection,10138206,;
7-Eleven,78741,2012-05-21,81,"1705 S LAKESHORE BLVD
AUSTIN  TX 78741
(30.244863257000077  -97.72962083799996)",30.244863257,-97.729620838,Routine Inspection,10132234,;
7-Eleven,78704,2013-10-04,88,"1403 S LAMAR BLVD
AUSTIN  TX 78704
(30.252961493000043  -97.76345874599997)",30.252961493,-97.763458746,Routine Inspection,10479184,;
7-Eleven,78701,2014-02-25,100,"411 W MARTIN LUTHER KING JR BLVD
AUSTIN  TX 78701
(30.281723600000078  -97.74203782699999)",30.2817236,-97.742037827,Routine Inspection,10401573,;
7-Eleven,78741,2014-10-27,93,"1705 S LAKESHORE BLVD
AUSTIN  TX 78741
(30.244863257000077  -97.72962083799996)",30.244863257,-97.729620838,Routine Inspection,10132234,;
7-Eleven,78703,2014-09-10,100,"2620 LAKE AUSTIN BLVD
AUSTIN  TX 78703
(30.281907965000073  -97.77587573499994)",30.281907965,-97.775875735,Routine Inspection,10074325,;
7-Eleven,78745,2014-11-18,100,"8010 BRODIE LN
AUSTIN  TX 78745
(30.202846453000063  -97.83752626899997)",30.202846453,-97.837526269,Routine Inspection,10138206,;
7-Eleven,78703,2013-02-14,97,"2620 LAKE AUSTIN BLVD
AUSTIN  TX 78703
(30.281907965000073  -97.77587573499994)",30.281907965,-97.775875735,Routine Inspection,10074325,;
7-Eleven,78701,2014-08-26,94,"411 W MARTIN LUTHER KING JR BLVD
AUSTIN  TX 78701
(30.281723600000078  -97.74203782699999)",30.2817236,-97.742037827,Routine Inspection,10401573,;
7-Eleven,78741,2013-05-02,97,"1705 S LAKESHORE BLVD
AUSTIN  TX 78741
(30.244863257000077  -97.72962083799996)",30.244863257,-97.729620838,Routine Inspection,10132234,;
7-Eleven,78726,2014-11-06,100,"11518 N FM 620 RD
AUSTIN  TX 78726
(30.454742171000078  -97.82656000299994)",30.454742171,-97.826560003,Routine Inspection,10063456,;
7-Eleven,78703,2012-07-24,97,"2620 LAKE AUSTIN BLVD
AUSTIN  TX 78703
(30.281907965000073  -97.77587573499994)",30.281907965,-97.775875735,Routine Inspection,10074325,;
7-Eleven,78745,2014-06-18,90,"8010 BRODIE LN
AUSTIN  TX 78745
(30.202846453000063  -97.83752626899997)",30.202846453,-97.837526269,Routine Inspection,10138206,;
7-Eleven,78704,2014-05-27,90,"1403 S LAMAR BLVD
AUSTIN  TX 78704
(30.252961493000043  -97.76345874599997)",30.252961493,-97.763458746,Routine Inspection,10479184,;
7-Eleven,78726,2012-05-01,90,"11518 N FM 620 RD
AUSTIN  TX 78726
(30.454742171000078  -97.82656000299994)",30.454742171,-97.826560003,Routine Inspection,10063456,;
7-Eleven,78701,2012-06-26,100,"411 W MARTIN LUTHER KING JR BLVD
AUSTIN  TX 78701
(30.281723600000078  -97.74203782699999)",30.2817236,-97.742037827,Routine Inspection,10401573,;
7-Eleven,78703,2013-09-12,97,"2620 LAKE AUSTIN BLVD
AUSTIN  TX 78703
(30.281907965000073  -97.77587573499994)",30.281907965,-97.775875735,Routine Inspection,10074325,;
7-Eleven,78704,2012-10-18,96,"1403 S LAMAR BLVD
AUSTIN  TX 78704
(30.252961493000043  -97.76345874599997)",30.252961493,-97.763458746,Routine Inspection,10479184,;
7-Eleven,78741,2014-05-22,86,"1705 S LAKESHORE BLVD
AUSTIN  TX 78741
(30.244863257000077  -97.72962083799996)",30.244863257,-97.729620838,Routine Inspection,10132234,;
7-Eleven,78704,2012-05-04,85,"1403 S LAMAR BLVD
AUSTIN  TX 78704
(30.252961493000043  -97.76345874599997)",30.252961493,-97.763458746,Routine Inspection,10479184,;
7-Eleven,78726,2012-10-31,95,"11518 N FM 620 RD
AUSTIN  TX 78726
(30.454742171000078  -97.82656000299994)",30.454742171,-97.826560003,Routine Inspection,10063456,;
7-Eleven,78741,2012-11-06,97,"1705 S LAKESHORE BLVD
AUSTIN  TX 78741
(30.244863257000077  -97.72962083799996)",30.244863257,-97.729620838,Routine Inspection,10132234,;
7-Eleven,78726,2014-06-26,93,"11518 N FM 620 RD
AUSTIN  TX 78726
(30.454742171000078  -97.82656000299994)",30.454742171,-97.826560003,Routine Inspection,10063456,;
7-Eleven,78726,2013-07-19,97,"11518 N FM 620 RD
AUSTIN  TX 78726
(30.454742171000078  -97.82656000299994)",30.454742171,-97.826560003,Routine Inspection,10063456,;
7-Eleven,78701,2015-01-30,89,"411 W MARTIN LUTHER KING JR BLVD
AUSTIN  TX 78701
(30.281723600000078  -97.74203782699999)",30.2817236,-97.742037827,Routine Inspection,10401573,;
7-Eleven,78703,2015-02-13,97,"2620 LAKE AUSTIN BLVD
AUSTIN  TX 78703
(30.281907965000073  -97.77587573499994)",30.281907965,-97.775875735,Routine Inspection,10074325,;
7-Eleven,78726,2014-01-22,100,"11518 N FM 620 RD
AUSTIN  TX 78726
(30.454742171000078  -97.82656000299994)",30.454742171,-97.826560003,Routine Inspection,10063456,;
7-Eleven,78701,2013-01-02,94,"411 W MARTIN LUTHER KING JR BLVD
AUSTIN  TX 78701
(30.281723600000078  -97.74203782699999)",30.2817236,-97.742037827,Routine Inspection,10401573,;
7-Eleven,78704,2014-11-04,94,"1403 S LAMAR BLVD
AUSTIN  TX 78704
(30.252961493000043  -97.76345874599997)",30.252961493,-97.763458746,Routine Inspection,10479184,;
7-Eleven,78704,2013-04-11,92,"1403 S LAMAR BLVD
AUSTIN  TX 78704
(30.252961493000043  -97.76345874599997)",30.252961493,-97.763458746,Routine Inspection,10479184,;
7-Eleven,78703,2014-03-19,94,"2620 LAKE AUSTIN BLVD
AUSTIN  TX 78703
(30.281907965000073  -97.77587573499994)",30.281907965,-97.775875735,Routine Inspection,10074325,;
7-Eleven,78745,2012-11-21,97,"8010 BRODIE LN
AUSTIN  TX 78745
(30.202846453000063  -97.83752626899997)",30.202846453,-97.837526269,Routine Inspection,10138206,;
7-Eleven,78741,2013-10-31,91,"1705 S LAKESHORE BLVD
AUSTIN  TX 78741
(30.244863257000077  -97.72962083799996)",30.244863257,-97.729620838,Routine Inspection,10132234,;
7-Eleven #12702,78741,2014-02-19,87,"1747 E OLTORF ST
AUSTIN  TX 78741
(30.23242437500005  -97.73724087799997)",30.232424375,-97.737240878,Routine Inspection,10599390,;
7-Eleven #12702,78741,2013-02-04,92,"1747 E OLTORF ST
AUSTIN  TX 78741
(30.23242437500005  -97.73724087799997)",30.232424375,-97.737240878,Routine Inspection,10599390,;
7-Eleven #12702,78741,2012-07-31,82,"1747 E OLTORF ST
AUSTIN  TX 78741
(30.23242437500005  -97.73724087799997)",30.232424375,-97.737240878,Routine Inspection,10599390,;
7-Eleven #12702,78741,2014-08-22,87,"1747 E OLTORF ST
AUSTIN  TX 78741
(30.23242437500005  -97.73724087799997)",30.232424375,-97.737240878,Routine Inspection,10599390,;
7-Eleven #12702,78741,2015-02-18,85,"1747 E OLTORF ST
AUSTIN  TX 78741
(30.23242437500005  -97.73724087799997)",30.232424375,-97.737240878,Routine Inspection,10599390,;
7-Eleven #12702,78741,2013-08-12,84,"1747 E OLTORF ST
AUSTIN  TX 78741
(30.23242437500005  -97.73724087799997)",30.232424375,-97.737240878,Routine Inspection,10599390,;
7-Eleven #12705,78701,2014-07-29,96,"408 W 15TH ST
AUSTIN  TX 78701
(30.27821720600008  -97.74377316399995)",30.278217206,-97.743773164,Routine Inspection,10207779,;
7-Eleven #12705,78701,2013-01-04,94,"408 W 15TH ST
AUSTIN  TX 78701
(30.27821720600008  -97.74377316399995)",30.278217206,-97.743773164,Routine Inspection,10207779,;
7-Eleven #12705,78701,2012-07-20,97,"408 W 15TH ST
AUSTIN  TX 78701
(30.27821720600008  -97.74377316399995)",30.278217206,-97.743773164,Routine Inspection,10207779,;
7-Eleven #12705,78701,2014-12-30,93,"408 W 15TH ST
AUSTIN  TX 78701
(30.27821720600008  -97.74377316399995)",30.278217206,-97.743773164,Routine Inspection,10207779,;
